image_name,split,frame,vid_location
20210927_BRUVS_NWB_B2_Control_155606.jpg,train,155606,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_155897.jpg,train,155897,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_156075.jpg,train,156075,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_168176.jpg,train,168176,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_168595.jpg,train,168595,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_17522.jpg,train,17522,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_175494.jpg,train,175494,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_177151.jpg,train,177151,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_177419.jpg,train,177419,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_178452.jpg,train,178452,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_180568.jpg,valid,180568,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_181273.jpg,train,181273,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_191014.jpg,train,191014,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_21092.jpg,train,21092,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_25195.jpg,train,25195,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_26459.jpg,train,26459,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_32660.jpg,test,32660,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_34668.jpg,train,34668,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_35875.jpg,train,35875,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_47360.jpg,train,47360,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_49590.jpg,train,49590,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_51286.jpg,train,51286,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_52184.jpg,test,52184,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_56196.jpg,train,56196,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_64822.jpg,train,64822,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_70761.jpg,train,70761,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_72360.jpg,train,72360,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_76397.jpg,train,76397,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_77382.jpg,train,77382,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_79094.jpg,train,79094,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_79980.jpg,train,79980,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_81933.jpg,valid,81933,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_82934.jpg,train,82934,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_83265.jpg,train,83265,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_83288.jpg,train,83288,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_84520.jpg,train,84520,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_8459.jpg,train,8459,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_90052.jpg,train,90052,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_90106.jpg,test,90106,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_91790.jpg,train,91790,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_Control_99098.jpg,train,99098,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_Control.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_100246.jpg,train,100246,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_101392.jpg,train,101392,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_103294.jpg,train,103294,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_104377.jpg,train,104377,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_104477.jpg,train,104477,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_108989.jpg,train,108989,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_109467.jpg,train,109467,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_127272.jpg,valid,127272,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_128848.jpg,train,128848,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_130132.jpg,train,130132,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_131394.jpg,train,131394,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_132843.jpg,train,132843,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_134745.jpg,train,134745,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_146614.jpg,train,146614,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_151380.jpg,train,151380,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_159236.jpg,train,159236,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_166213.jpg,train,166213,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_166885.jpg,test,166885,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_171366.jpg,train,171366,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_183055.jpg,train,183055,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_191471.jpg,train,191471,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_21012.jpg,train,21012,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_22127.jpg,train,22127,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_22660.jpg,test,22660,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_23238.jpg,train,23238,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_25541.jpg,valid,25541,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_28951.jpg,train,28951,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_30273.jpg,train,30273,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_31336.jpg,test,31336,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_34222.jpg,train,34222,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_35436.jpg,train,35436,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_36799.jpg,train,36799,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_40335.jpg,train,40335,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_45850.jpg,train,45850,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_46604.jpg,valid,46604,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_4708.jpg,train,4708,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_48488.jpg,valid,48488,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_53375.jpg,train,53375,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_55012.jpg,train,55012,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_55366.jpg,test,55366,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_56924.jpg,test,56924,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_57568.jpg,train,57568,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_57630.jpg,train,57630,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_58071.jpg,train,58071,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_58237.jpg,train,58237,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_59466.jpg,train,59466,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_59590.jpg,train,59590,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_59654.jpg,train,59654,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_61678.jpg,train,61678,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_64111.jpg,train,64111,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_65753.jpg,train,65753,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_65770.jpg,train,65770,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_67526.jpg,train,67526,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_67852.jpg,train,67852,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_68875.jpg,test,68875,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_70032.jpg,train,70032,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_7031.jpg,train,7031,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_74943.jpg,train,74943,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_76076.jpg,train,76076,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_76289.jpg,train,76289,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_77310.jpg,train,77310,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_79278.jpg,train,79278,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_79299.jpg,train,79299,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_79740.jpg,train,79740,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_89912.jpg,train,89912,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_95995.jpg,train,95995,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_98876.jpg,train,98876,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_EFM_OLD_10674_99197.jpg,valid,99197,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_EFM_OLD_10674.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_101998.jpg,train,101998,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_105984.jpg,train,105984,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_109749.jpg,train,109749,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_111415.jpg,train,111415,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_112303.jpg,train,112303,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_113441.jpg,train,113441,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_115275.jpg,train,115275,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_118801.jpg,train,118801,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_12618.jpg,train,12618,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_12806.jpg,train,12806,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_12870.jpg,train,12870,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_12901.jpg,test,12901,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_13056.jpg,test,13056,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_14472.jpg,train,14472,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_16114.jpg,train,16114,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_17236.jpg,train,17236,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_1770.jpg,valid,1770,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_19375.jpg,train,19375,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_19437.jpg,train,19437,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_20409.jpg,test,20409,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_21218.jpg,train,21218,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_21698.jpg,train,21698,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_21827.jpg,train,21827,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_22823.jpg,train,22823,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_24233.jpg,train,24233,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_26299.jpg,train,26299,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_28174.jpg,train,28174,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_29882.jpg,train,29882,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_30970.jpg,train,30970,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_3183.jpg,train,3183,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
20210927_BRUVS_NWB_B2_TRAD_9619_32489.jpg,train,32489,../../data/Tassie_BRUV/surrounding_videos/20210927_BRUVS_NWB_B2_TRAD_9619.mp4
